text,kategori
"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait saya ingin melaporkan bahwa LPJU di ruas jalan alternatif sebelah Pom Kalimanah yang tembusannya di Mewek itu banyak sekali LPJU yang mati, mohon untuk dinas terkait bisa memperbaiki LPJU tersebut, soalnya ruas jalan tersebut kan rusak takutnya membahayakan pengguna jalan tersebut apabila malam hari. Terimakasih Wassalamu'alaikum Warahmatullahi Wabarakatuh",Infrastruktur
"Dengan hormat, mohon ditindaklanjuti ada penjual miras berkedok toko jamu duta jamu disebelah rocket chicken mewek. Untuk satpol pp purbalingga, monggo tunjukkan pesonamu",Ketertiban
Bagaimana Responnya untuk saya mengajukan bantuan kesehatan anak saya yg sakit Jantung Bocor Kelainan Jantung Bawaan dr bayi yang saat ini sedang menjalani pengobatan Di RSUP Dr Kariadi Semarang dan bbrpa bulan lg akan menjalani Kateterisasi Jantung Disarankan untuk mengejar BB karena masuk kategori stunting,Sosial dan Ekonomi
"Selamat siang Perlu saya sampaikan kepada dinas sosial terkait permasalahan di desa saya . Desa Tanalum RT 01/04 kecamatan Rembang. Dimana perlu saya sampaikan aduan. 1. Saya penerima Bantuan PKH . saya sudah cek saldo sebesar 1 800.000 ketika mau saya ambil. Tidak boleh sama penyalur yang bernama ETI WIYATUN TOKO DUO ZAHRA yang beralamat di desa Tanalum RT 01/04 . 2. Setelah beberapa kali saya minta di cairkan , saya di kasih 800.000 dan saya belanjakan di toko tersebut. 3. Sisa uang dalam rekening saya masih 1 juta . Tapi saya menanyakan malah . KTP ,kartu PKH dan buku rekening saya di minta dengan alasan. Mau di cek di bank BRI. Selanjutnya saya minta lagi kartu PKH dan buku rekening. Tidak di beri dengan alasan mau di kas upname , dan sampai 4 kali saya minta tetep tidak di berikan. Dan terakhir katanya saya suruh kumpulan di desa Losari tetapi menunggu surat undangan. Sudah satu Minggu lebih undangan itu tidak kunjung datang. Mohon di tindak lanjuti aduan saya ini. Terima kasih .",Sosial dan Ekonomi
"Bismillah,Assalamualaikum Bu Tiwi,saya mau menanyakan tamsil,sudah bulan ke 7 belum juga cair,cair cuma 1 bulan saja,,mohon penjelasannya,terimakasih,,",Sosial dan Ekonomi
lampu jalan di jl. rs yosomiharjo bobotsari kulon puskesmas mati sudah lama tolong diperbaiki,Infrastruktur
Mohon maaf mau tanya. Saya bekerja di sebuah pabrik krupuk mentah yang kapasitas produksi 1 hari sudah mencapai 8kw sampai 1 ton lebih. Karyawan berjumlah sekitar 18 orang. Sedangkan status pabriknya belum cv / pt. Kami bekerja mulai jam 8 pagi sampai jam 5 sore. Sedangkan upah yang di berikan hanya 60 ribu per hari. Apakah tidak ada kebijakan dari depnaker untuk pabrik pabrik yang seperti ini prihal jam lerja dan upah yang menurut saya kurang layakMohon maaf mau tanya. Saya bekerja di sebuah pabrik krupuk mentah yang kapasitas produksi 1 hari sudah mencapai 8kw sampai 1 ton lebih. Karyawan berjumlah sekitar 18 orang. Sedangkan status pabriknya belum cv / pt. Kami bekerja mulai jam 8 pagi sampai jam 5 sore. Sedangkan upah yang di berikan hanya 60 ribu per hari. Apakah tidak ada kebijakan dari depnaker untuk pabrik pabrik yang seperti ini prihal jam lerja dan upah yang menurut saya kurang layak,Sosial dan Ekonomi
"Assalamu'alaikum Kepada Yang Terhormat Bupati Purbalingga Kepala Dindikbud Purbalingga Kami ingin melaporkan, bahwa ada mantan pengurus komite SMP Negeri 1 Kaligondang, yang masih menawarkan kepada tetangga bahwa bisa dibantu dengan koordinasi dengan orang dinas untuk merubah titik lokasi menjadi lebih dekat padahal jarak rumahnya selisih 200 meter dari rumah saudara saya. Tahun kemarin keponakan saya yang jaraknya lebih dekat, Tiba-tiba tergeser oleh anaknya oknum komite ini. Silakan bisa dikonfirmasi ke lingkungan rumah di kembaran wetan pasti tahu, karena beliau dengan bangga, menceritakan kepada tetangga sekitar. Mohon Pihak Dindikbud Untuk dapat tegas terhadap oknum seperti ini. Jangan mudah pihak dinas dibohongi oleh oknum yang tidak bertanggungjawab. Terimakasih. Wassalamu'alaikum",Pendidikan
Tadi saya di lampu merah depan polres purbalingga ada pengamen dia minta minta uang sampai di mana dia ndeket ke ibu saya dan minta uang seribu karna susah dan tidk ada ibu saya menolak untuk memberikan . Si pengamen langsung marah ketika ibu saya menolak padahal yg lain ketika menolak dia tidak marah di melontarkan kata kata kasar kepada ibu saya padahal di situ ada anak kecil. Pengendara lain langsung melihat ke arah motor saya dan ibu . Pengamen ny laki-laki dia badan nya kecil sekali seperti kelainan mata ny juga merah Tolong untuk di tindak lanjuti karna sebagai pengendara motor seperti ibu saya yg setiap hari antar jemput lewat lampu merah situ menjadi tdk nyaman.... Terimakasih,Ketertiban
"Saya ingin melaporkan pt tressindo abadi cemerlang , bahwa pt tressindo selalu telat dalam pembayaran gaji karyawan , toleransi dari tgl 10 ke tgl 15 tapi tetap saja mundur dan selalu di bayarkan tidak 100% selalu di bagi menjadi 2x pembayaran gaji . Mohon ibu bupati di tindak lanjuti . Ini sudah terjadi berkali kali , dan sudah di datangi dinnaker tapi tetap saja mengulangi kembali Mohon dengan sangat di tindak lanjuti setegasnya dan seadil adilnya",Sosial dan Ekonomi
"Dengan hormat, Mohon segera ditindaklanjuti penjualan miras/minol/MMEA golongan B dan C tanpa ijin di ruko cat warna biru, samping persis mie tiger Penaruban dulu E-cloud Vape Store. Apabila membutuhkan validasi info, silakan satpol PP untuk melakukan intelijen atas ruko tersebut. Ruko tersebut hanya membuka satu pintu saja. Jangan lupa berkoordinasi dengan KPPBC Purwokerto. Terima kasih.",Ketertiban
"Selamat siang, itu tolong dong pak di tindaklanjuti PT SHINHAN CREATINDO belum bayar gaji 3 bulan ,di tungguin gak ada kepastian mau di bayarkan",Sosial dan Ekonomi
"Saya karyawan PT Tresindo Abadi Cemerlang yang beralamat di Jl. Purbalingga-Bobotsari KM 1, Brobot, Bojongsari, Purbalingga. Bermaksud untuk melaporkan bahwa perusahaan tersebut SELALU TERLAMBAT dalam memberikan upah/gaji karyawn. Keterlambatan mulai dari 7 hari sampai dengan 1 bulan bahkan lebih dari tanggal yang telah ditentukan. Bahkan hari ini, saat laporan ini dibuat pada tanggal 22 Juni 2024 perusahaan belum memberikan gaji kami yang seharusnya diberikan pada tanggal 15 Juni 2024. Hal ini sudah berlangsung lebih dari 1 tahun. Kami para karyawan sudah mengajukan komplain terhadap manajemen PT Tresindo Abadi Cemerlang namun tetap tidak ada perubahan. Mohon untuk segera ditindak. Karena hal tersebut sangat merugikan kami sebagai karyawan yang hanya mengandalkan gaji tersebut untuk memenuhi kebutuhan sehari-hari kami.",Sosial dan Ekonomi
"Assalamualaikum wr wb. bupati yang terhormat ibu tuwi, mohon kebijaksanaanya terkait fasilitas PDAM yang belum masuk ke hunian perumahan kami, Graha Permata Selabaya, kami sudah mengajukan namun kurang dari 100 pemohon, sedangkan kami hanya 30an, dari PDAM memberikan syarat seperti itu, mohon kebijaksanaanya karena air bersih sangat berpengaruh terhadap kesehatan",Pelayanan Publik
"Sepanjang jalan di dusun kepetek, Desa Nangkod Rt 03 Rw 06 Kec. Kejobong rusak. Mohon agar segera diperbaiki karena jalan tersebut jalan utama bagi warga dusun kepetek dan penghubung dengan desa kedarpan. Jalan ini cepat rusak karena juga sebagai lalu lintas kendaraan besar untuk penghasil ayam daging.",Infrastruktur
"Saran,. Pembuatan administrasi yang sekiranya membutuhkan waktu lebih dari 30 menit KTP/KIA dll di dukcapil untuk diberi pilihan menunggu, atau ambil 3 hari lagi, agar tidak terjadi penumpukan. Dan didepan hanya ada staf penerimaan berkas. Saya rasa hanya dg menyampaikan berkas, tawari pilihan menunggu atau diambil 3 hari lagi, tidak akan membutuhkan waktu lama. Kenyamanan masyarakat dalam pelayanan adalah utama",Pelayanan Publik
Ibu saya kan penerima manfaat PKH itu pkhnya udah keluar TPI bpnt'nya nggak pernah keluar itu kenapa yaa sama mohon maaf untuk manfaat penerima PKH di desa Karangreja RT 15/08 kec Kutasari kab Purbalingga coba di cek kembali karena banyak yang tidak tepat sasaran...saya jg tergolong keluarga tidak mampu tapi tidak pernah dapat bantuan apapun dari pemerintah rumah masih semi permanen tidak pernah dapat bantuan sedangkan orang yang punya lahan sawah banyak bantuan apa2 selalu dapet mohon untuk dikroscek kembali dari pemerintah kabupaten purbalingga,Sosial dan Ekonomi
Mohon kelanjutan dan ketegasan dari pemerintah dalam rangka penertiban PKL di sekitar alun2 dan Gor Gu tur Darjono Purbalingga. Jangan hanya gertak sambal saja dan tidak ada lanjutannya.,Ketertiban
"Permisi, izin bertanya mengenai mutasi sekolah dari swasta ke negeri. Apakah di purbalingga ini sendiri mengizinkan adanya sistem mutasi dari sekolah swasta ke negeri? dan kalo mengizinkan, apa saja syarat yang harus di butuhkan untuk mengajukan perpindahan sekolah dari swasta ke negeri?. terimakasih.",Pendidikan
"Assalamualaikum....saya ingin melaporkan bahwasannya pada tanggal 18 Juni 2024 telah ditetapkan sebagai hari cuti bersama, berdasarkan surat keputusan Menteri Agama, Menteri Ketenagakerjaan dan Menteri Pendayagunaan Aparatur Negara tentang Hari Libur Nasional dan Cuti Bersama. Akan tetapi di PT. Cosmoproof Indokarya Purbalingga tidak diberlakukan cuti bersama untuk beberapa bagian yang diputuskan secara sepihak. dan bukti memo terlampir. tolong segera ditindak lanjuti...terima kasih",Sosial dan Ekonomi
"Kepada Yth Bupati Purbalingga Di Tempat Assalamualaikum wr wb. Dengan ini saya menyampaikan keluhan dari salah satu penerima PKH di Desa Tanalum kecamatan Rembang kabupaten purbalingga Bahwa informasi dari penerima yang di sampaikan ke kami .di antaranya : 1. Saldo di kartu PKH nikih salah satu warga Desa Tanalum kecamatan Rembang sejumlah Rp. 1.800.000 2. Bantuan PKH yang di cairkan hanya Rp .800.000 3. Sisa saldo yang masih ada minta agar di cairkan oleh penerima tidak di layani dengan baik Dengan alasan mau di cek dulu. 4. Petugas PKH yang bernama . ETI WIYATUN yang usahanya terdapat Brilink yang berlokasi Desa Tanalum RT 01/04 justru meminta Kartu PKH , KTP Dan buku rekening penerima. 5. Penerima meminta kartu dan buku serta KTP justru yang di kembalikan hanya KTP . 6. Sampai 4 kali di minta kepada pengurus PKH di desa. Jawabnya. Bahwa kartu tersebut sedang di Kas upname di kantor BANK BRI . cabang Purbalingga 7. Pihak pengelola pernah beberapa kali memotong Uang PHK ke penerima dengan alasan administrasi dengan kisaran 5000-15000 per penerima . 8. Belum lama pengelola memotong uang PKH sebesar 15.000 dengan alasan untuk menjenguk pegawai PKH kecamatan yang sedang sakit. Demikian Aduan yang saya sampaikan mohon kiranya Bupati Purbalingga dan yang berwenang untuk menindaklanjuti hal tersebut di atas . Dan Berkenan merahsiakan nama saya sebagi pengadu. Atas perhatian dan kerjasamanya yang baik saya sampaikan banyak terima kasih . Wasalamualikum wr wb.",Sosial dan Ekonomi
"Saya kerja di PT tapi belum di gaji, janjinya gaji tanggal 15 tapi sampai sekarang belum di gaji, mohon bantuannya bu.",Sosial dan Ekonomi
"Keluhan dari karyawan PT TRESSINDO ABADI CEMERLANG tepatnya di Brobot Purbalingga, perihal keterlambatan hak gaji yang seharusnya dibayarkan pada tgl 15 setiap bulannya tapi sudah hampir satu tahun gaji terlambat dan untuk hak gaji karyawan bulan ini sampai hari ini 21 juni 2024 belum ada kepastian sama sekali. Mohon bantuannya untuk segera ditindak lanjuti",Sosial dan Ekonomi
"Assalamu'alaikum, Mohon info untuk GSB JL Pujowiyoto berapa meter dari tepi jalan?",Pelayanan Publik
"Mohon bantuannya Bu,, saya karyawan PT tresindo abadi cemerlang,, sampai saat ini masih belum mendapatkan upah sepeserpun janji gaji tgl 15 Juni 2024tetapi sampai tanggal 21 Juni 2024,, tidak ada informasi apapun tolong ditindak lanjuti dengan seadil-adilnya,, karena keterlambatan seperti ini hampir setiap bulan terjadi,,dan PT tersebut sudah berulang kali didatangi oleh Disnaker,, tolong bantuannya Bu,,,ada ratusan karyawan yang sampai saat ini masih menunggu gaji yg blm didapat kn sepeserpun",Sosial dan Ekonomi
Dari pasar bojong sampe gardu PLN Penican Kemangkon mohon untuk segera dikasih lampu jalan karena gelap banget. Jembatan Sungai klawing yang di area dekat PT. Jon toys juga gelap parah. Ini gak ada inisiatif dari pemerintah setempat dan jajarannya apa gimana. Terima kasih.,Infrastruktur
"Assalamualaikum wr wb kepada yth. Bupati/wakil bupati Purbalingga Disnaker Purbalingga ijin bertanya: 1.apakah sekarang PT masih berlaku 6 hari kerja? 2. 5 hari kerja dan Sabtu berangkat dengan alasan ohopen house apakah itu di perbolehkan ? 3.jika di kalender tanggal merah apakah sebuah perusahaan boleh meberangkat kan karyawan nya dengan embel-embel open house? Anak saya bekerja di PT Cosmoprof indokarya Purbalingga,setiap hari Sabtu berangkat dan kemarin tanggal merah yang seharusnya libur malah berangkat sampai sekarang 1 Juni pun berangkat.mohon untuk di tindak lanjut mengenai hari Sabtu berangkat dan tanggal merah berangkat",Sosial dan Ekonomi
"Pembuangan air di perumahan Griya Abdi Kencana, mengarah pada satu titik diselokan sebelah timur perumahan, ditambah selokan disisi selatan jl sekar tanjung di tutup warga tersebut, sehingga penghuni perumahan GAK sebelah Timur berimbas banjir. Sudah kami laporkan ke RT, Kelurahan belum ada tindakan yg solutif, mohon perhatian dan jalan keluarnya sehingga tidak berdampak banjir pada saat musim hujan. Matur nuwun",Lingkungan
"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait, saya ingin mengusulkan untuk Jalan Raya Pengadegan Jalan utamanya bisa segera dipasang LPJU yang konvensional soalnya jalan tersebut kalau malam penerangannya sangat minim, walaupun ada LPJU Tenaga Surya tapi kebanyakan pada mati. Semoga usulan ini bisa diterima dan bisa direalisasikan. Terimakasih dan mohon maaf apabila ada kata-kata yang kurang berkenan. Wassalamu'alaikum Warahmatullahi Wabarakatuh",Infrastruktur
Nik anak dobel dan tidak bisa di daftarkan ke bpjs kesehan yang di tangani oleh admin kantor saya bekerja,Pelayanan Publik
"Assalamualaikum, mohon izin memberikan saran kepada pengembang aplikasi matur bupati purbalingga, adapun saran yang saya ajukan sebagai berikut : 1. sebagai bentuk perlindungan pelapor. bagaimana jika untuk email pada detail laporan di sembunyikan karena walaupun di sensor sebagian, jika itu menggunakan email asli maka dapat di tebak, sehingga membuat pelapor kurang nyaman, 2. Adanya fitur pelacakan laporan sehingga memudahkan pelapor untuk menelusuri laporan yang telah dibuat 3. Adanya fitur jenis laporan public/private, sehingga jika pelapor memilih private, maka laporan tidak ditampilkan pada halaman utama matur bupati namun tetap bisa di lacak Terimakasih. Semangat buat developer matur bupati !!",Pelayanan Publik
"Terdapat titik sangat rawan bencana longsor pada daerah salah satu warga yg tinggal dibantaran sungai ponggawa yg bernama ibu DASIYEM alamat desa Padamara rt.004/003,kec.padamara kab.padamara.pd titik rumah tsb sering terjadi gerusan longsorsehingga menyebabkan tanah dibantaran sungai habis serta tembok serta lantai rumah jadi retak retak dan kondisi air sdh menyentuh pondasi rumah.dan kondisi tsb dpt membahayakan jiwa penghuni rumah.untuk itu kami mengajukan kepada bupati permohonan pemasangan Bronjong dititik tsb guna menahan aliran air sungai.mihin kepada bupati utk dapat merespon serta menanggapi keluhan warga bernama ibu DASIYEM.",Lingkungan
Ada pabrik yang memproduksi krupuk di kecamatan bojongsari yang sehari sudah mampu memproduksi sampai 8 kw sampai 1 ton per hari. Memang pekerjanya tidak terlalu banyak hanya ada sekitar 15 sampai 18 orang lebih. Jam kerja di mulai dari jam 08.00 pagi sampai jam 16.30 17.00 Dengan upah harian sebesar Rp.60.000 per hari Yang saya ingin tanyakan adalah Apakah wajar untuk upah dan jam kerja yang di terapkan di pabrik tersebut ? Mohon penjelasanya terimakasih,Sosial dan Ekonomi
Jalan alternatif dari Kejobong-sinduraja tolong ditambal sudah banyak lubang di jalan wilayah desa yg masuk kec Pengadegan Sudah lama sekali tdk ada perhatian Trmkasih,Infrastruktur
"Kepada Dindikbud, mohon untuk proses pembuatan PAK Integrasi dapat dipercepat waktunya. Karena banyak guru yg sedang menunggu dokumen tersebut untuk Kenaikan pangkat, lebih 3 bulan belum selesai juga. Terimakasih",Pendidikan
"Mohon Bupati yang terhormat beserta jajarannya, mohon untuk segera di cek lokasi Karoke yang di Purbalingga terlebih yg menyajikan wanita pendamping lagu didalamnya. Cek lokasi dan Brantas kemaksiatan yang ada juga karena itu sangat mengganggu lingkungan terlebih yang lokasinya ada di pusat kota",Ketertiban
"Minta tolong sekali untuk dinas/pihak terkait untuk lebih bisa menertibkan tukang parkir di area Purbalingga kota yang semakin merajalela disemua tempat dan bahkan bertindak seperti preman, tanpa memungkiri ada juga jukir yang memang amanah menjaga kendaraan, tapi di area GOR/Gang mayong tukang parkir justru menunggui pedagang grobakan, bahkan konsumen yang tidak turun dari motor dan hanya mempir untuk membeli sebentar pun tetap dimintai, kejadian sore ini di GOR saya hanya berhenti membeli Jajan tanpa turun dari motor, didatangi tukang parkir yang menghadang motor saya dan tidak mau memberi jalan sebelum saya memberi uang, bukan masalah uangnya yang tidak seberapa tapi hal ini merugikan bagi konsumen terlebih bagi pedagang terkusus pedagang gerobagan yang daganganya sepi karana tukang parkir, saran saya fokuskan saja tukang parkir ke retail besar atau toko, karna kembali ke prinsip parkir adalah menitipkan kendaraan, kalau kita berhenti tanpa meninggalkan motor tapi tetap dipaksa memberi dan jika tidak diberi jukirnya ngamuk, itu namanya PREMANISME",Ketertiban
"Assalamu'alaikum, minta tolong Pertigaan desa Karangnangka ke barat saluran air selalu banjir, apalagi pas hujan banjir dan membahayakan pengguna jalan, mohon untuk Desa dan Kecamatan untuk menindaklanjuti di perbaiki saluran irigasi tersebut ,udh berapa tahun seperti itu tp TDK ada tindak lanjut. maturnuwun",Infrastruktur
Assalamualaikum..mau bertanya apakah pelayanan pembaruan KTP yg rusak memakan waktu 1 Minggu?istri saya memperbarui KTP Poto nya yg ga jlas saja katanya 1 mggu jadinya..apa kah sejelek itu pelayanan Capil di Purbalingga ?,Pelayanan Publik
jalan rusak tolong diperbaiki,Infrastruktur
"Atas nama warga desa Karangnangka Dukuh karanggude RT 02 RW 01 MREBET PURBALINGGA..memohon untuk foging penyemprotan nyamuk penyebab Demam Berdarahkarena banyaknya warga yang terkena penyakit tersebut..dalam 1 Minggu sudah ada 5 orang yang terkena,kami sudah usul ke desa alasannya anggaran tidak ada..padahal untuk keselamatan warga seharusnya pemerintah desa memikirkan bagaimana caranya mendapatkan anggaran untuk hal tersebut karen menurut kami ada beberapa sumber dana yang dimiliki desa..jangan sampai nyawa2 melayang karena alasan anggaran... terimakasih",Lingkungan
Mohon maaf saya mau bertanya. Di daerah saya di kecamatan bojongsari ada pabrik krupuk yang karyawanya memang tidak banyak hanya sekitar 12 sampe 15 orang saja. Mereka di bayar harian dengan upah yang sangat kecil yaitu 60ribu sehari. Sedangkan jam kerjanya di mulai dari jam 8 00 sampai jam 16.30 terkadang sampai jam 17.00. Produksi pabrik tersebut sudah bisa 1 sampai 1.5 ton seharinya. Saya pikir dengan jumlah produksi yang sudah ton per hari dan jam kerja yang panjang Apakah patut karyawanya di bayar dg upah 60ribu perharinya. Saya rasa itu jauh dari umr purbalingga,Sosial dan Ekonomi
Jalan tergenang air karena amblas dan tidak ada saluran pembuangan air. Alamat: Jln Ahmad Yani depan Bioskop NSC Bralink,Infrastruktur
"Kapan diadakan program ptsl lagi, untuk desa pagerandong kecamatan mrebet..?",Pelayanan Publik
"kami pasien rutin control, surat kontrol di sebutkan tanggal kntrolnya, sedangkan pendaftaran online susah, kami coba ndaftar ofline dengan mengambil nomer antrean setelah subuh, berhubung kami jauh dan bolak balik jemput pasien alhasil sampai rsud jam 6.50, dan nomor antrean ofline kami di tolak dengan alasan harus sampai jam 06.30, padahal pada tanggal itu adalah jadwal kontrol kami... kami coba daftar online ahirnya dapat kuota pasien, sampai di pelayanan poli kali di tolak di karnakan tanggal kontrol sudah kelewat... mohon untuk ibu bupati purbalingga segera benahi sistem pelayanan di RSUD... maturnuwun",Pelayanan Publik
"Assalamu'alaikum, Pertigaan desa karangnangka ke barat saluran air selalu banjir, apalagi pas hujan banjir dan membahayakan pengguna jalan, mohon untuk Desa maupun Kecamatan untuk di perbaiki saluran irigasi tersebut, maturnuwun",Infrastruktur
"Assalamualaikum, saya fauzi anjasmara pernah bekerja di PT JOHN TOYS INDONESIA yang beralamat di dusun 1, jetis, kab.purbalingga. saya pertama masuk perusahaan tersebut pada tanggal 14 september 2022 dan resign/ terakhir bekerja pada tanggal 30 April 2024. saya mau melaporkan perihal penggajian yang belum dibayar selama 2 bulan yaitu di bulan Maret dan April oleh PT.John Toys Indonesia kepada saya. mohon untuk bisa dibantu tentang permasalahan yang saya alami. Terima kasih",Sosial dan Ekonomi
"Mohon ijin tolong untuk juru parkir GOR PFC sebelah SD persis ditertibkan, ketika saya parkir dan hendak keluar jalan juru parkir mendekat untuk meminta uang setelah saya kasih uang lalu dia duduk menjauh bukannya membantu mengeluarkan motor. Setelah itu saya nyeletuk bilang mas ini ngga diparkirin baru dia bangun dan markirin tapi dengan sewotnya dia sambil ngomong sewu perak be protes. Tolong untuk etika seperti itu tak pantas, apalagi memang perbup parkir di kabupaten Purbalingga itu untuk motor 1rb. Mohon juru parkir yang seperti itu ditertibkan, yang hanya meminta uang saja tp tak ada gerakan untuk memarkirkan motor. Terimakasih",Ketertiban
"Anak punk, minta minta di spbu kedungmenjangan, sudah di tegur beberapa kali untuk pindah masih tetap disini, mohon untuk di tindak lanjuti aparat berwenang",Ketertiban
"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait, saya ingin melaporkan bahwa lampu penerangan jalan tepatnya yang di jembatan Sungai Klawing Bancar mati, mohon untuk dinas terkait bisa memperbaiki lampu tersebut dan bisa memberi kenyamanan bagi pengguna jalan tersebut. Terimakasih Wassalamu'alaikum Warahmatullahi Wabarakatuh",Infrastruktur
"Kepada bupati agar disampaikan kepada dinas terkait, tentang perijinan pembangunan perumahan subsidi di kabupaten purbalingga. Dengan hormat saya ingin tau bagai mana mekanisme penerbitan ijin prinsip sebuah PT perumahan subsidi tentang saluran irigasi di lingkungan perumahan tersebut?? Kok sampai bisa terjadi luapan / banjir ke lingkungan perumahan, apakah dalam proses perijinan tapa adanya kajian atau memang melakukan unsur tertentu?? Sampai terjadi hal seperti itu,seolah olah kurangnya pembuatan talud atau penyempitan saluran irigasi tidak memadai sewaktu debit aliran air pada waktu hujan lebat demikian yang dapat saya sampaikan agar segera ditindak lanjuti. Lokasi perumahan sutera serayu desa bojong mrebet, tahap 1 dan tahap 2",Lingkungan
"Jalan di dusun Kepetek Rt 003 Rw 006, desa Nangkod Kec. Kejobong rusak kira-kira sudah lebih 2 tahun. Jalan tersebut merupakan jalan utama dusun Kepetek. mohon tindak lanjut untuk segera diperbaiki.",Infrastruktur
"Assallamualaikumwarahmatullah bapak/ibu salam sehat dan bahagia, mhon utk disampaikan kepada DINAS/Instansi terkait, Baru-baru ini sya merasa mendapatkan pelayanan yg kurang baik dari RSUD Goeteng. 1. Sy pasien batu ginjal dan sudah melakukan kontrol krng lebih 4/5 kali. Kontrol 1 USG scrotum , kontrol 2 USG perut/pinggang , kontrol 3 foto rogten pinggang, kontrol 4 ESWL , kontrol 5 diberi obat dan diminta USG 2 bulan lg serta meminta surat rujukan baru di bulan juli. 2. Sampai saat ini sy masih merasakan sakit di bagian pinggang dan dibawah pinggang nyeri, dan kadang terasa perih. Sering kambuh jika duduk, berdiri, jalan lebih dri 15 mnit/terlalu lama. Dan beberapa gangguan lain sprti sering bolak balik kamar kecil. ingin sekali sya menyampaikan kepada Dokter, Rumah sakit ataupun pihak-pihak terkait semoga bisa menjadi pelajaran untuk kita bersama, bahwa : 1. Pasien-pasien yg telah dirujuk ke rumah sakit-rumah sakit adalah pasien yg sudah tidak bisa tertangani oleh faskes pertama yg artinya mereka sudah lama dan lelah menderita sakit tersebut kecuali mungkin pasien yg masuk melalui IGD Sprti pasien kecelakaan lalulintas dll. 2. Mungkin banyak dari pasien yg telah menunggu sangat lama dan sangat mengharapkan pengobatan yg terbaik di rumah sakit, mereka lelah menunggu, apalagi waktu yg dibutuhkan tergolong lama dari kontrol 1 ke 2, harus menunggu kurang lebih 3 minggu. Itupun ada banyak yg kurang beruntung karena tidak bisa mendapatkan nomor antrean untuk kontrol hingga harus menunggu waktu 00.00 berebut untuk mendaftar. Adapula yg datang langsung pd jam 00,01,02,03,04,atau 05 pagi untuk sekedar hanya mendapatkan nomor antrean. Dari lamanya waktu tersebut mungkin ada diantara pasien tersebut adalah seorang ayah yg bekerja sebagai buruh bangunan dan tidak bisa bekerja karena dia tidak bisa menahan rasa sakit menunggu waktu kontrol/pemeriksaan selanjutnya dan disana ada istri/anak yg menunggu untuk dibelikan makanan. Mungkin juga disana ada pasien Guru yg tidak bisa mencerdaskan anak bangsa dengan baik karena menahan rasa sakit menunggu jadwal berobat padahal anak didik mereka telah lama, haus akan ilmu pengetahuan. Mereka buruh maupun Guru tersebut berharap agar bisa segera sembuh pada pemeriksaan selanjutnya menahan rasa sakit hari demi hari menunggu lamanya jadwal pengobatan. 3. Sy jg sangat menyayangkan Ketika sy menyampaikan sakit yg sy alami kpd dokter yg menangani dokter tersebut seakan tidak percaya dengan apa yg saya katakan, bahkan ketika sya meminta untuk melakukan penanganan lebih lanjut ESWL, dokter tersebut berkata Dikiro kene Almafart bisa request-request penyampaian biasa . Dan kenapa sy meminta ESWL , karena sebelumnya keadaan fisik sy utk berjalan saja sudah susah, kemudian setelah melakukan ESWL kondisi saya sudah bisa berjalan tetapi masih menyisakan sakit seperti yg saya tuliskan di atas. Ahirnya sy diberikan obat seperti biasa dan diminta kembali kontrol 2 bulan lg minta surat rujukan baru. Padahal sebelumnya keadaan sy tdk membaik ketika meminum obat-obatan tersebut. 4. Dokter memang hebat , Dokter memang pintar tetapi dia bukanlah Tuhan yg bisa memberikan kepastian 100% pasien baik baik sj berdasarkan hsil usg. Mungkin ada variabel lain yg mempengaruhi baik/tidaknya kondisi pasien. 5. Sy tdk mempermasalahkan kata-kata dokter jika saat ini kondisi sy sehat. Yg saya sayangkan smpai saat ini sebenarnya adalah RS/Dokter memutus surat rawat jalan/kontrol, menyebabkan sy tdk bsa melakukan pengobatan dan mengharuskan utk meminta rujukan ke faskes 1 jika ingin berobat kembali. Jika memang merasa tidak sanggup menangani pasien maka sebaiknya rujuklah pasien ke RS lain yg sekiranya bisa atau dpt memberikan yg lebih baik. Sy kira kesehatan adalah HAK semua warga negara Indonesia. . Mhon mf jika ada kata yg kurng berkenan.",Pelayanan Publik
"Ruang tunggu periksa Puskesmas Padamara tidak nyaman, mohon dibuatkan yang lebih nyaman.",Pelayanan Publik
"malam pak ,saya umu mau tanya mengenai sewa mobil untuk MBG mobil sudaj di taro di dapur MBG sekitar 2 minggu lebih MBG blm berjalan tapi pemilik mobil tidak menerima sewa mobil,sedangkan mobop di taro di dapur kan kita tidak dapat penghasilan pak apakah sistemnya begitu atau ini akalan vendor? terima kasoh mohon penjelasan nya",Sosial dan Ekonomi
